data_venda,cliente,loja,produto,categoria,quantidade,preco_unitario,custo_unitario,cidade,estado,regiao,forma_pagamento
2024-04-30,Cliente 128,Loja Norte,Cadeira,Móveis,4,438.74,239.01,São Paulo,SP,SUDESTE,Crédito
2024-09-23,Cliente 195,Loja Leste,Notebook,Eletrônicos,5,773.08,444.84,Salvador,BA,Sudeste,Crédito
2024-06-11,Cliente 30,Loja Centro,Notebook,Eletrônicos,3,595.26,302.82,Brasília,DF,Sul,Boleto
2023-11-30,Cliente 59,Loja Centro,Webcam,Acessórios,6,1495.78,1083.13,Goiânia,GO,Nordeste,Débito
2023-08-14,Cliente 19,Loja Leste,Mouse,Eletrônicos,7,3051.11,1869.29,Curitiba,PR,CENTRO-OESTE,Boleto
2023-07-02,Cliente 100,Loja Sul,Notebook,Eletrônicos,3,795.77,543.38,Recife,PE,SUDESTE,Boleto
2024-12-09,Cliente 146,Loja Centro,Monitor,Eletrônicos,5,747.63,402.35,Salvador,BA,SUL,Débito
2023-08-14,Cliente 76,Loja Oeste,Mouse,Eletrônicos,8,1492.87,1086.96,Fortaleza,CE,SUDESTE,Débito
2024-05-15,Cliente 56,Loja Oeste,Webcam,Acessórios,4,348.34,263.73,Brasília,DF,Centro-Oeste,Boleto
2023-12-02,Cliente 112,Loja Oeste,Cadeira,Móveis,7,2589.82,1486.55,São Paulo,SP,Sul,Débito
2024-04-26,Cliente 188,Loja Oeste,Webcam,Acessórios,7,3431.63,1757.05,São Paulo,SP,Sudeste,Boleto
2023-04-11,Cliente 116,Loja Leste,Fone de Ouvido,Acessórios,8,2843.52,2016.04,Recife,PE,Sul,Crédito
2023-10-30,Cliente 62,Loja Centro,Fone de Ouvido,Acessórios,7,3327.27,1796.11,São Paulo,SP,Sudeste,Boleto
2023-01-25,Cliente 117,Loja Leste,Cadeira,Móveis,8,3009.83,2179.68,Belo Horizonte,MG,SUDESTE,Boleto
2024-10-04,Cliente 19,Loja Leste,Teclado,Eletrônicos,8,2478.46,1240.24,Salvador,BA,Nordeste,Crédito
2024-08-12,Cliente 54,Loja Centro,Cadeira,Móveis,5,2458.29,1680.86,Recife,PE,CENTRO-OESTE,Pix
2024-01-10,Cliente 120,Loja Oeste,Notebook,Eletrônicos,6,3113.52,1660.41,Brasília,DF,Sudeste,Pix
2023-07-29,Cliente 36,Loja Sul,Mesa,Móveis,9,2481.81,1658.41,Belo Horizonte,MG,Sul,Crédito
2023-11-25,Cliente 91,Loja Sul,Celular,Eletrônicos,4,2648.45,1928.78,Goiânia,GO,centro-oeste,Boleto
2024-05-28,Cliente 135,Loja Centro,Cadeira,Móveis,2,1336.21,849.46,São Paulo,SP,Centro-Oeste,Pix
2023-03-09,Cliente 49,Loja Leste,Celular,Eletrônicos,6,2809.67,2201.68,Goiânia,GO,sudeste,Crédito
2023-06-18,Cliente 71,Loja Centro,Impressora,Eletrônicos,5,3355.98,1755.46,Belo Horizonte,MG,SUDESTE,Boleto
2024-03-02,Cliente 175,Loja Oeste,Teclado,Eletrônicos,9,3334.76,1690.08,Curitiba,PR,SUDESTE,Boleto
2023-07-13,Cliente 17,Loja Centro,Mesa,Móveis,8,2595.1,1314.27,Recife,PE,Sul,Pix
2024-05-12,Cliente 152,Loja Oeste,Impressora,Eletrônicos,6,2312.37,1702.01,Goiânia,GO,centro-oeste,Boleto
2023-06-25,Cliente 67,Loja Norte,Celular,Eletrônicos,10,505.24,372.26,Porto Alegre,RS,Centro-Oeste,Pix
2023-06-20,Cliente 159,Loja Norte,Cadeira,Móveis,3,1268.27,807.61,São Paulo,SP,centro-oeste,Pix
2023-11-21,Cliente 148,Loja Norte,Teclado,Eletrônicos,3,606.33,324.43,Belo Horizonte,MG,Centro-Oeste,Pix
2023-11-21,Cliente 89,Loja Norte,Mesa,Móveis,4,1990.58,1016.01,Belo Horizonte,MG,Nordeste,Boleto
2024-02-19,Cliente 128,Loja Norte,Fone de Ouvido,Acessórios,9,1090.38,846.28,Belo Horizonte,MG,Centro-Oeste,Pix
2024-12-23,Cliente 76,Loja Leste,Teclado,Eletrônicos,9,3415.82,2047.39,São Paulo,SP,SUL,Débito
2023-02-11,Cliente 36,Loja Oeste,Webcam,Acessórios,6,2427.56,1746.61,Fortaleza,CE,sudeste,Pix
2023-04-05,Cliente 84,Loja Centro,Notebook,Eletrônicos,10,2951.03,1870.34,Recife,PE,CENTRO-OESTE,Débito
2023-07-20,Cliente 6,Loja Centro,Webcam,Acessórios,4,2745.43,2004.52,Brasília,DF,centro-oeste,Boleto
2024-09-11,Cliente 131,Loja Centro,Mouse,Eletrônicos,7,720.85,429.14,Brasília,DF,Nordeste,Boleto
2023-12-20,Cliente 90,Loja Sul,Teclado,Eletrônicos,6,1382.09,696.1,Recife,PE,Centro-Oeste,Crédito
2024-03-10,Cliente 187,Loja Leste,Monitor,Eletrônicos,7,2822.71,1655.77,Fortaleza,CE,SUDESTE,Crédito
2023-12-10,Cliente 17,Loja Oeste,Teclado,Eletrônicos,5,1687.42,1282.87,Curitiba,PR,nordeste,Crédito
2024-12-28,Cliente 146,Loja Norte,Notebook,Eletrônicos,5,1480.07,986.83,Recife,PE,Sul,Débito
2023-11-06,Cliente 150,Loja Sul,Impressora,Eletrônicos,9,1742.52,1301.38,Porto Alegre,RS,Centro-Oeste,Boleto
2024-10-17,Cliente 163,Loja Leste,Monitor,Eletrônicos,1,581.38,343.04,São Paulo,SP,sudeste,Pix
2023-01-30,Cliente 31,Loja Sul,Impressora,Eletrônicos,8,3178.44,2204.04,Belo Horizonte,MG,Centro-Oeste,Crédito
2023-09-22,Cliente 161,Loja Leste,Webcam,Acessórios,10,1707.68,1077.24,Salvador,BA,sudeste,Pix
2023-03-01,Cliente 38,Loja Sul,Fone de Ouvido,Acessórios,1,2966.22,1628.02,Goiânia,GO,Centro-Oeste,Débito
2023-12-31,Cliente 13,Loja Sul,Mesa,Móveis,1,990.71,620.04,Belo Horizonte,MG,SUL,Crédito
2023-06-21,Cliente 140,Loja Sul,Fone de Ouvido,Acessórios,3,2688.18,1826.96,Curitiba,PR,Nordeste,Pix
2023-05-28,Cliente 4,Loja Norte,Cadeira,Móveis,2,1893.75,1146.64,Salvador,BA,centro-oeste,Pix
2023-04-15,Cliente 56,Loja Norte,Mesa,Móveis,7,1224.08,946.5,Fortaleza,CE,centro-oeste,Débito
2024-06-28,Cliente 183,Loja Oeste,Monitor,Eletrônicos,10,2429.3,1908.82,Brasília,DF,sudeste,Boleto
2024-05-06,Cliente 90,Loja Sul,Celular,Eletrônicos,2,2875.01,2233.95,Rio de Janeiro,RJ,Nordeste,Débito
2024-12-27,Cliente 78,Loja Centro,Celular,Eletrônicos,9,2684.38,1617.64,Goiânia,GO,sudeste,Débito
2023-03-22,Cliente 109,Loja Centro,Teclado,Eletrônicos,4,1110.63,625.23,Belo Horizonte,MG,sudeste,Crédito
2024-11-06,Cliente 132,Loja Oeste,Celular,Eletrônicos,1,727.41,370.86,Recife,PE,Sudeste,Boleto
2023-04-09,Cliente 32,Loja Oeste,Mouse,Eletrônicos,1,278.55,195.06,Porto Alegre,RS,Sul,Débito
2023-10-12,Cliente 149,Loja Sul,Teclado,Eletrônicos,1,363.19,273.76,Salvador,BA,Nordeste,Débito
2024-08-15,Cliente 196,Loja Centro,Fone de Ouvido,Acessórios,4,1791.94,932.71,Goiânia,GO,centro-oeste,Débito
2023-04-12,Cliente 55,Loja Oeste,Monitor,Eletrônicos,3,3160.73,2089.68,Porto Alegre,RS,Centro-Oeste,Pix
2023-12-30,Cliente 98,Loja Leste,Webcam,Acessórios,8,2373.66,1263.26,Belo Horizonte,MG,Sul,Débito
2023-05-20,Cliente 127,Loja Sul,Impressora,Eletrônicos,6,476.47,254.0,Rio de Janeiro,RJ,SUL,Crédito
2024-09-06,Cliente 189,Loja Sul,Mouse,Eletrônicos,8,449.24,262.84,Salvador,BA,Centro-Oeste,Débito
2023-03-13,Cliente 122,Loja Sul,Fone de Ouvido,Acessórios,5,3448.12,2166.76,Recife,PE,SUDESTE,Crédito
2023-03-29,Cliente 31,Loja Norte,Celular,Eletrônicos,7,1561.3,1089.11,Rio de Janeiro,RJ,nordeste,Boleto
2023-12-13,Cliente 52,Loja Oeste,Webcam,Acessórios,3,273.25,216.57,Rio de Janeiro,RJ,nordeste,Crédito
2024-08-18,Cliente 152,Loja Sul,Monitor,Eletrônicos,8,1010.89,721.82,Recife,PE,nordeste,Pix
2023-05-31,Cliente 197,Loja Leste,Celular,Eletrônicos,7,3456.96,2258.86,Goiânia,GO,sudeste,Crédito
2023-01-31,Cliente 26,Loja Centro,Cadeira,Móveis,8,846.34,662.45,Fortaleza,CE,sudeste,Boleto
2023-11-07,Cliente 160,Loja Oeste,Notebook,Eletrônicos,7,2135.81,1277.4,Belo Horizonte,MG,sudeste,Crédito
2024-05-17,Cliente 130,Loja Sul,Fone de Ouvido,Acessórios,8,746.66,521.64,Fortaleza,CE,centro-oeste,Pix
2024-03-16,Cliente 31,Loja Leste,Fone de Ouvido,Acessórios,1,3336.4,1699.83,Brasília,DF,Centro-Oeste,Pix
2024-11-06,Cliente 200,Loja Sul,Impressora,Eletrônicos,8,174.13,96.3,Fortaleza,CE,SUDESTE,Boleto
2023-04-23,Cliente 146,Loja Leste,Impressora,Eletrônicos,5,2519.25,1628.03,Belo Horizonte,MG,centro-oeste,Boleto
2024-05-21,Cliente 152,Loja Leste,Celular,Eletrônicos,3,1798.06,1110.15,Brasília,DF,CENTRO-OESTE,Pix
2024-01-11,Cliente 90,Loja Oeste,Cadeira,Móveis,1,147.11,75.55,Salvador,BA,Sudeste,Pix
2023-12-26,Cliente 15,Loja Norte,Impressora,Eletrônicos,7,1240.74,753.39,Rio de Janeiro,RJ,Sul,Débito
2023-11-09,Cliente 30,Loja Sul,Cadeira,Móveis,2,3190.84,1658.12,Goiânia,GO,SUDESTE,Crédito
2024-08-04,Cliente 132,Loja Leste,Fone de Ouvido,Acessórios,1,1640.14,1244.88,Salvador,BA,SUL,Crédito
2024-02-04,Cliente 83,Loja Oeste,Celular,Eletrônicos,1,3450.89,2116.5,Goiânia,GO,sudeste,Boleto
2024-11-14,Cliente 87,Loja Norte,Mouse,Eletrônicos,6,1763.72,1311.21,Curitiba,PR,CENTRO-OESTE,Pix
2023-03-19,Cliente 138,Loja Norte,Mesa,Móveis,4,1764.48,1330.77,Recife,PE,SUL,Pix
2023-04-05,Cliente 184,Loja Oeste,Notebook,Eletrônicos,10,1436.99,815.87,Porto Alegre,RS,sudeste,Pix
2023-08-03,Cliente 89,Loja Centro,Cadeira,Móveis,10,2814.09,1808.28,Rio de Janeiro,RJ,SUL,Pix
2024-10-01,Cliente 132,Loja Leste,Impressora,Eletrônicos,6,740.27,459.48,Brasília,DF,centro-oeste,Débito
2024-04-23,Cliente 69,Loja Oeste,Notebook,Eletrônicos,3,2040.11,1150.39,Brasília,DF,CENTRO-OESTE,Boleto
2023-09-04,Cliente 39,Loja Sul,Webcam,Acessórios,9,742.24,474.1,São Paulo,SP,nordeste,Boleto
2023-10-21,Cliente 166,Loja Norte,Mesa,Móveis,4,2968.59,1722.02,Rio de Janeiro,RJ,SUL,Débito
2023-11-14,Cliente 119,Loja Leste,Impressora,Eletrônicos,2,567.37,288.4,Curitiba,PR,centro-oeste,Boleto
2023-09-22,Cliente 72,Loja Oeste,Impressora,Eletrônicos,4,599.79,324.44,São Paulo,SP,SUDESTE,Crédito
2024-09-08,Cliente 77,Loja Centro,Celular,Eletrônicos,1,3015.56,1583.71,São Paulo,SP,nordeste,Pix
2024-05-27,Cliente 31,Loja Oeste,Mouse,Eletrônicos,3,864.34,580.22,Recife,PE,CENTRO-OESTE,Pix
2023-11-17,Cliente 85,Loja Oeste,Celular,Eletrônicos,4,2119.38,1551.3,Rio de Janeiro,RJ,nordeste,Débito
2023-10-09,Cliente 113,Loja Leste,Impressora,Eletrônicos,3,418.51,236.14,Curitiba,PR,SUL,Crédito
2024-07-12,Cliente 109,Loja Leste,Celular,Eletrônicos,6,2463.68,1315.33,Brasília,DF,Sul,Pix
2023-01-22,Cliente 166,Loja Oeste,Teclado,Eletrônicos,8,2519.07,1880.26,Salvador,BA,Sudeste,Crédito
2024-12-18,Cliente 93,Loja Centro,Monitor,Eletrônicos,9,1377.18,952.57,Porto Alegre,RS,centro-oeste,Débito
2023-09-19,Cliente 78,Loja Centro,Celular,Eletrônicos,1,3188.77,1970.32,Recife,PE,Sul,Pix
2024-10-21,Cliente 105,Loja Centro,Monitor,Eletrônicos,8,2228.17,1701.97,Belo Horizonte,MG,SUL,Crédito
2024-03-08,Cliente 26,Loja Norte,Celular,Eletrônicos,7,3246.42,1947.26,Fortaleza,CE,SUL,Crédito
2023-12-01,Cliente 117,Loja Centro,Mesa,Móveis,10,2565.85,1704.54,Recife,PE,Sudeste,Débito
2023-11-18,Cliente 148,Loja Centro,Celular,Eletrônicos,1,1432.28,986.11,Belo Horizonte,MG,sudeste,Débito
2023-11-24,Cliente 116,Loja Leste,Monitor,Eletrônicos,3,2972.01,2097.42,Brasília,DF,SUDESTE,Pix
2024-02-29,Cliente 95,Loja Norte,Teclado,Eletrônicos,6,2808.37,1571.56,Goiânia,GO,nordeste,Boleto
2024-10-24,Cliente 157,Loja Norte,Webcam,Acessórios,1,3320.98,2580.18,Curitiba,PR,sudeste,Boleto
2024-09-06,Cliente 67,Loja Norte,Monitor,Eletrônicos,3,221.75,151.99,Porto Alegre,RS,sudeste,Pix
2024-04-09,Cliente 173,Loja Leste,Teclado,Eletrônicos,2,98.7,64.92,Goiânia,GO,sudeste,Débito
2023-05-14,Cliente 111,Loja Norte,Monitor,Eletrônicos,5,1043.47,676.43,Curitiba,PR,CENTRO-OESTE,Débito
2023-01-30,Cliente 75,Loja Sul,Cadeira,Móveis,7,672.28,495.97,Curitiba,PR,Sul,Boleto
2023-01-11,Cliente 121,Loja Norte,Monitor,Eletrônicos,10,2410.72,1536.71,Salvador,BA,Nordeste,Boleto
2023-04-08,Cliente 143,Loja Centro,Monitor,Eletrônicos,7,2589.56,1493.83,Recife,PE,Sudeste,Pix
2024-09-04,Cliente 182,Loja Centro,Monitor,Eletrônicos,6,3488.75,2727.49,Fortaleza,CE,Sudeste,Pix
2024-01-15,Cliente 34,Loja Oeste,Fone de Ouvido,Acessórios,7,1093.65,676.32,Goiânia,GO,Sudeste,Débito
2024-04-24,Cliente 34,Loja Centro,Cadeira,Móveis,9,1750.3,1053.25,Belo Horizonte,MG,Nordeste,Boleto
2024-05-26,Cliente 72,Loja Sul,Teclado,Eletrônicos,2,1130.78,897.34,Porto Alegre,RS,nordeste,Pix
2023-06-18,Cliente 81,Loja Leste,Cadeira,Móveis,5,1833.56,1156.49,Goiânia,GO,SUDESTE,Boleto
2024-04-26,Cliente 67,Loja Norte,Notebook,Eletrônicos,3,238.26,132.22,Curitiba,PR,Centro-Oeste,Boleto
2024-07-28,Cliente 125,Loja Leste,Mouse,Eletrônicos,1,1573.24,1253.31,Fortaleza,CE,Centro-Oeste,Crédito
2023-07-04,Cliente 44,Loja Oeste,Teclado,Eletrônicos,6,372.84,283.53,Rio de Janeiro,RJ,SUL,Débito
2023-03-20,Cliente 64,Loja Leste,Webcam,Acessórios,9,2695.62,1493.83,São Paulo,SP,sudeste,Pix
2023-04-19,Cliente 83,Loja Norte,Notebook,Eletrônicos,2,1409.89,954.64,Porto Alegre,RS,Sudeste,Crédito
2024-11-04,Cliente 2,Loja Sul,Celular,Eletrônicos,8,2217.83,1288.11,Fortaleza,CE,Sudeste,Boleto
2024-10-21,Cliente 73,Loja Sul,Mesa,Móveis,3,779.22,400.99,Goiânia,GO,Sudeste,Crédito
2023-09-03,Cliente 198,Loja Leste,Fone de Ouvido,Acessórios,7,369.3,212.92,Goiânia,GO,sudeste,Crédito
2024-10-31,Cliente 40,Loja Centro,Monitor,Eletrônicos,7,2739.25,1603.78,Belo Horizonte,MG,SUL,Boleto
2024-01-12,Cliente 132,Loja Norte,Impressora,Eletrônicos,10,502.94,351.89,Porto Alegre,RS,Centro-Oeste,Boleto
2024-03-08,Cliente 95,Loja Oeste,Impressora,Eletrônicos,5,1992.55,1249.17,Fortaleza,CE,SUDESTE,Boleto
2024-11-23,Cliente 58,Loja Norte,Impressora,Eletrônicos,1,1821.03,1442.22,Rio de Janeiro,RJ,Centro-Oeste,Crédito
2023-11-04,Cliente 39,Loja Norte,Cadeira,Móveis,7,323.18,239.3,Fortaleza,CE,SUL,Débito
2023-02-16,Cliente 132,Loja Centro,Fone de Ouvido,Acessórios,5,2011.45,1338.21,Recife,PE,centro-oeste,Boleto
2023-09-17,Cliente 91,Loja Sul,Impressora,Eletrônicos,8,2329.95,1562.33,Rio de Janeiro,RJ,CENTRO-OESTE,Crédito
2023-07-06,Cliente 101,Loja Centro,Fone de Ouvido,Acessórios,2,2604.78,1664.1,São Paulo,SP,sudeste,Boleto
2024-04-05,Cliente 160,Loja Sul,Cadeira,Móveis,10,2548.13,1853.02,Salvador,BA,Nordeste,Débito
2024-11-20,Cliente 28,Loja Leste,Monitor,Eletrônicos,2,2627.25,1789.72,Belo Horizonte,MG,centro-oeste,Crédito
2024-04-16,Cliente 178,Loja Leste,Notebook,Eletrônicos,2,95.9,66.82,Recife,PE,CENTRO-OESTE,Boleto
2024-12-07,Cliente 173,Loja Leste,Cadeira,Móveis,10,1294.51,908.93,Goiânia,GO,SUL,Crédito
2024-12-13,Cliente 49,Loja Centro,Teclado,Eletrônicos,1,708.27,527.51,Belo Horizonte,MG,Sul,Boleto
2024-07-05,Cliente 49,Loja Centro,Teclado,Eletrônicos,7,2955.21,2238.44,Curitiba,PR,SUL,Boleto
2023-06-06,Cliente 190,Loja Leste,Teclado,Eletrônicos,7,125.27,68.88,Fortaleza,CE,Centro-Oeste,Boleto
2024-02-06,Cliente 14,Loja Sul,Notebook,Eletrônicos,10,887.07,522.0,Fortaleza,CE,Sudeste,Crédito
2024-07-21,Cliente 75,Loja Centro,Impressora,Eletrônicos,8,2592.92,1759.95,Recife,PE,Centro-Oeste,Boleto
2024-05-14,Cliente 60,Loja Centro,Celular,Eletrônicos,10,2549.92,1990.43,Brasília,DF,centro-oeste,Crédito
2024-10-25,Cliente 107,Loja Leste,Impressora,Eletrônicos,6,1958.73,1136.76,Goiânia,GO,sudeste,Boleto
2023-10-22,Cliente 186,Loja Norte,Webcam,Acessórios,8,2456.42,1243.54,Salvador,BA,Centro-Oeste,Pix
2023-12-14,Cliente 155,Loja Leste,Celular,Eletrônicos,9,807.97,624.34,Curitiba,PR,SUDESTE,Pix
2023-06-15,Cliente 160,Loja Norte,Impressora,Eletrônicos,6,2796.11,2068.92,Recife,PE,SUL,Crédito
2023-04-14,Cliente 107,Loja Leste,Celular,Eletrônicos,3,738.22,503.26,Belo Horizonte,MG,SUL,Débito
2023-09-25,Cliente 92,Loja Norte,Monitor,Eletrônicos,1,3497.45,2125.18,Brasília,DF,SUDESTE,Crédito
2024-07-29,Cliente 58,Loja Leste,Mouse,Eletrônicos,7,443.19,251.74,Salvador,BA,SUL,Pix
2024-12-07,Cliente 132,Loja Oeste,Mesa,Móveis,9,972.84,530.54,São Paulo,SP,sudeste,Crédito
2024-09-16,Cliente 27,Loja Oeste,Celular,Eletrônicos,2,3412.58,2506.53,Fortaleza,CE,Sudeste,Crédito
2023-10-27,Cliente 182,Loja Leste,Teclado,Eletrônicos,4,3192.9,1746.87,Rio de Janeiro,RJ,centro-oeste,Boleto
2023-07-26,Cliente 113,Loja Leste,Mouse,Eletrônicos,6,1204.4,651.98,Belo Horizonte,MG,Sudeste,Débito
2024-01-17,Cliente 184,Loja Leste,Celular,Eletrônicos,5,1792.33,942.0,Salvador,BA,Nordeste,Débito
2024-03-15,Cliente 106,Loja Leste,Teclado,Eletrônicos,7,2765.89,1497.45,Brasília,DF,Centro-Oeste,Pix
2024-06-13,Cliente 18,Loja Centro,Notebook,Eletrônicos,3,2707.02,1936.3,Fortaleza,CE,Nordeste,Pix
2024-11-07,Cliente 165,Loja Norte,Impressora,Eletrônicos,7,262.07,190.72,Belo Horizonte,MG,CENTRO-OESTE,Crédito
2024-07-20,Cliente 78,Loja Sul,Fone de Ouvido,Acessórios,7,1436.91,1011.96,Porto Alegre,RS,Nordeste,Crédito
2024-04-01,Cliente 165,Loja Norte,Cadeira,Móveis,10,3225.55,2290.43,Brasília,DF,centro-oeste,Boleto
2024-07-04,Cliente 86,Loja Leste,Mesa,Móveis,4,3089.36,1622.79,Recife,PE,SUDESTE,Pix
2024-10-12,Cliente 41,Loja Centro,Monitor,Eletrônicos,9,1953.66,1282.38,Rio de Janeiro,RJ,Sudeste,Pix
2023-03-03,Cliente 96,Loja Sul,Monitor,Eletrônicos,7,3454.99,1841.97,Porto Alegre,RS,centro-oeste,Pix
2023-01-06,Cliente 117,Loja Sul,Mouse,Eletrônicos,2,1598.14,1073.52,São Paulo,SP,Sul,Débito
2024-08-09,Cliente 173,Loja Norte,Mesa,Móveis,5,2350.88,1750.29,Porto Alegre,RS,nordeste,Débito
2024-01-05,Cliente 117,Loja Centro,Mouse,Eletrônicos,9,2059.17,1537.9,Salvador,BA,SUDESTE,Boleto
2024-05-02,Cliente 55,Loja Leste,Impressora,Eletrônicos,2,264.57,202.81,Rio de Janeiro,RJ,sudeste,Pix
2023-09-28,Cliente 150,Loja Leste,Fone de Ouvido,Acessórios,10,1978.44,1451.48,Recife,PE,nordeste,Boleto
2024-12-29,Cliente 118,Loja Norte,Celular,Eletrônicos,3,547.99,294.89,Recife,PE,centro-oeste,Crédito
2024-07-26,Cliente 95,Loja Centro,Monitor,Eletrônicos,8,162.5,88.9,Fortaleza,CE,CENTRO-OESTE,Boleto
2023-06-06,Cliente 31,Loja Sul,Mouse,Eletrônicos,6,2022.59,1035.74,Rio de Janeiro,RJ,SUL,Pix
2024-08-26,Cliente 108,Loja Centro,Cadeira,Móveis,8,146.52,79.54,Porto Alegre,RS,SUL,Pix
2023-03-11,Cliente 12,Loja Leste,Monitor,Eletrônicos,8,57.2,38.0,Belo Horizonte,MG,Centro-Oeste,Pix
2024-09-12,Cliente 34,Loja Norte,Webcam,Acessórios,6,2745.66,1764.27,Fortaleza,CE,centro-oeste,Boleto
2024-10-01,Cliente 171,Loja Oeste,Celular,Eletrônicos,3,3038.89,1815.93,Fortaleza,CE,nordeste,Boleto
2024-03-29,Cliente 189,Loja Sul,Monitor,Eletrônicos,6,1916.43,1509.04,Recife,PE,sudeste,Débito
2024-07-26,Cliente 22,Loja Norte,Notebook,Eletrônicos,5,1985.6,1066.53,Goiânia,GO,CENTRO-OESTE,Crédito
2023-01-20,Cliente 31,Loja Oeste,Webcam,Acessórios,4,2639.43,1717.72,Brasília,DF,SUDESTE,Crédito
2024-08-16,Cliente 114,Loja Centro,Cadeira,Móveis,4,2912.43,2189.2,Curitiba,PR,centro-oeste,Pix
2023-12-15,Cliente 112,Loja Norte,Impressora,Eletrônicos,1,1745.58,1361.82,Goiânia,GO,nordeste,Crédito
2023-04-12,Cliente 139,Loja Norte,Fone de Ouvido,Acessórios,7,937.26,500.87,Salvador,BA,SUL,Débito
2024-11-25,Cliente 44,Loja Centro,Teclado,Eletrônicos,2,582.08,457.31,Porto Alegre,RS,CENTRO-OESTE,Pix
2023-05-26,Cliente 106,Loja Sul,Teclado,Eletrônicos,1,1078.18,571.03,São Paulo,SP,SUL,Boleto
2023-08-31,Cliente 127,Loja Oeste,Mouse,Eletrônicos,4,876.7,595.37,São Paulo,SP,centro-oeste,Boleto
2023-03-09,Cliente 124,Loja Centro,Mouse,Eletrônicos,1,1148.26,764.67,Porto Alegre,RS,nordeste,Débito
2023-09-10,Cliente 196,Loja Oeste,Notebook,Eletrônicos,9,3373.99,2370.33,Porto Alegre,RS,SUDESTE,Pix
2023-07-28,Cliente 37,Loja Sul,Webcam,Acessórios,8,339.48,234.49,Recife,PE,centro-oeste,Débito
2023-02-12,Cliente 1,Loja Leste,Monitor,Eletrônicos,7,3366.66,2244.03,Brasília,DF,CENTRO-OESTE,Pix
2024-09-04,Cliente 65,Loja Leste,Teclado,Eletrônicos,1,3270.6,2108.41,São Paulo,SP,Nordeste,Débito
2024-07-30,Cliente 18,Loja Sul,Webcam,Acessórios,5,206.92,149.35,Brasília,DF,sudeste,Boleto
2023-08-04,Cliente 157,Loja Oeste,Mouse,Eletrônicos,9,3495.93,2669.09,Belo Horizonte,MG,Nordeste,Pix
2023-12-16,Cliente 54,Loja Leste,Cadeira,Móveis,5,898.45,714.18,Fortaleza,CE,CENTRO-OESTE,Pix
2023-01-10,Cliente 173,Loja Norte,Notebook,Eletrônicos,1,2150.31,1077.92,Belo Horizonte,MG,nordeste,Boleto
2023-03-21,Cliente 138,Loja Centro,Impressora,Eletrônicos,2,2766.2,1921.76,Brasília,DF,Centro-Oeste,Crédito
2024-12-14,Cliente 3,Loja Centro,Mesa,Móveis,10,1284.98,710.79,Recife,PE,Centro-Oeste,Pix
2023-10-15,Cliente 175,Loja Sul,Monitor,Eletrônicos,1,814.25,411.96,Fortaleza,CE,Sul,Crédito
2024-01-07,Cliente 10,Loja Sul,Webcam,Acessórios,4,858.19,556.23,Porto Alegre,RS,Centro-Oeste,Débito
2024-05-27,Cliente 127,Loja Norte,Notebook,Eletrônicos,7,432.77,252.39,Curitiba,PR,centro-oeste,Débito
2023-03-08,Cliente 33,Loja Sul,Webcam,Acessórios,10,655.57,443.46,Goiânia,GO,CENTRO-OESTE,Débito
2024-12-10,Cliente 174,Loja Oeste,Fone de Ouvido,Acessórios,4,2974.45,1507.85,Porto Alegre,RS,CENTRO-OESTE,Pix
2024-10-27,Cliente 14,Loja Sul,Fone de Ouvido,Acessórios,1,3285.72,2274.67,Fortaleza,CE,nordeste,Boleto
2023-02-14,Cliente 185,Loja Norte,Cadeira,Móveis,9,1659.72,1009.84,Rio de Janeiro,RJ,Sudeste,Pix
2023-12-09,Cliente 21,Loja Oeste,Impressora,Eletrônicos,8,1141.03,704.65,Brasília,DF,Sudeste,Débito
2023-03-06,Cliente 161,Loja Centro,Impressora,Eletrônicos,4,729.23,436.64,Rio de Janeiro,RJ,Sudeste,Boleto
2023-09-14,Cliente 64,Loja Centro,Impressora,Eletrônicos,10,2800.41,2185.77,São Paulo,SP,Centro-Oeste,Débito
2023-03-16,Cliente 199,Loja Oeste,Mesa,Móveis,6,1842.88,1052.33,São Paulo,SP,CENTRO-OESTE,Boleto
2023-02-04,Cliente 97,Loja Sul,Mouse,Eletrônicos,10,480.65,380.85,Fortaleza,CE,sudeste,Débito
2023-03-09,Cliente 27,Loja Centro,Notebook,Eletrônicos,1,1090.08,749.82,Fortaleza,CE,centro-oeste,Crédito
2023-08-27,Cliente 154,Loja Oeste,Cadeira,Móveis,7,380.61,276.17,Recife,PE,Sudeste,Boleto
2023-12-14,Cliente 167,Loja Centro,Impressora,Eletrônicos,7,3085.79,2116.14,Fortaleza,CE,Centro-Oeste,Pix
2023-03-11,Cliente 152,Loja Norte,Webcam,Acessórios,2,404.28,274.33,Curitiba,PR,CENTRO-OESTE,Débito
2024-03-31,Cliente 48,Loja Norte,Fone de Ouvido,Acessórios,6,1502.47,1077.85,Porto Alegre,RS,SUDESTE,Crédito
2024-10-29,Cliente 194,Loja Sul,Notebook,Eletrônicos,5,2066.6,1351.43,Belo Horizonte,MG,SUL,Débito
2023-01-09,Cliente 133,Loja Oeste,Teclado,Eletrônicos,5,2131.49,1251.86,Fortaleza,CE,SUDESTE,Crédito
2023-07-20,Cliente 52,Loja Norte,Monitor,Eletrônicos,9,3012.52,1887.7,Brasília,DF,sudeste,Pix
2024-08-15,Cliente 145,Loja Sul,Monitor,Eletrônicos,8,2119.18,1270.12,Fortaleza,CE,CENTRO-OESTE,Pix
